symbol,name,reported_date,reported_period,eps_estimate,revenue,market_cap,dividend,earning,basic_eps,net_income,fy_revenue,shares,beta,employees,change,emp_revenue,emp_income,sector,industry,ceo,website,headquater,founded,figi
ADTX,"Aditxt, Inc.","≈
September 3",Q2 2025,—,—,‪3.07 M‬ USD,—,—,"−69,702.52 USD",‪−34.45 M‬ USD,‪133.99 K‬ USD,‪2.12 M‬,0.49,26,−21 −44.68%,‪5.15 K‬ USD,‪−1.32 M‬ USD,Health Technology,Biotechnology,Amro Albanna,aditxt.com,Mountain View,2017,BBG00RDV1WS5
ADUS,Addus HomeCare Corporation,—,,—,—,‪2.14 B‬ USD,—,25.55,4.50 USD,‪73.60 M‬ USD,‪1.15 B‬ USD,‪17.91 M‬,0.32,‪49.7 K‬,,‪23.23 K‬ USD,‪1.48 K‬ USD,Health Services,Medical/Nursing Services,R. Dirk Allison,addus.com,Frisco,1979,BBG000NJGX84
ADV,Advantage Solutions Inc.,—,,—,—,‪463.77 M‬ USD,—,—,−1.29 USD,‪−422.06 M‬ USD,‪3.57 B‬ USD,‪86.88 M‬,1.45,‪69 K‬,‪−1 K‬ −1.43%,‪51.69 K‬ USD,‪−5.48 K‬ USD,Commercial Services,Advertising/Marketing Services,David A. Peacock,advantagesolutions.net,Clayton,1987,BBG00PPWZ8C7
ADVB,Advanced Biomed Inc.,‪20.34 M‬ USD,,—,—,40,0.00 USD,‪−2.18 K‬ USD,,,,,,Industry,,,,,,,,,,
ADVM,"Adverum Biotechnologies, Inc.",—,,—,—,‪59.12 M‬ USD,—,—,−6.39 USD,‪−130.93 M‬ USD,‪1.00 M‬ USD,‪13.83 M‬,1.09,155,,‪6.45 K‬ USD,‪−844.69 K‬ USD,Health Technology,Pharmaceuticals: Major,Laurent Fischer,adverum.com,Redwood City,2006,BBG006D9MR17
AEE,Ameren Corporation,—,,1.07 USD,—,‪26.49 B‬ USD,2.96%,21.28,4.52 USD,‪1.18 B‬ USD,‪7.62 B‬ USD,‪275.52 M‬,0.30,‪8.98 K‬,−391 −4.17%,‪848.79 K‬ USD,‪131.61 K‬ USD,Utilities,Electric Utilities,Martin J. Lyons,ameren.com,St. Louis,1902,BBG000B9X8C0
AEHL,Antelope Enterprise Holdings Limited,‪7.52 M‬ USD,,—,−42.43 USD,66,+23 +53.49%,‪1.50 M‬ USD,‪−159.76 K‬ USD,,,,,Industry,,,,,,"H2 '22
H1 '23
H2 '23
H1 '24
H2 '24",,,,
AEHR,Aehr Test Systems,—,,—,—,‪337.61 M‬ USD,—,14.61,0.79 USD,‪33.16 M‬ USD,‪66.22 M‬ USD,‪27.89 M‬,1.37,115,,‪575.81 K‬ USD,‪288.31 K‬ USD,Electronic Technology,Electronic Production Equipment,Gayn Erickson,aehr.com,Fremont,1977,BBG000BWM083
AEI,Alset Inc.,‪10.42 M‬ USD,,—,−0.4751 USD,71,+11 +18.33%,‪297.41 K‬ USD,‪−55.86 K‬ USD,,,,,Industry,,,,,,,,,,
AEIS,"Advanced Energy Industries, Inc.",—,,—,—,‪4.73 B‬ USD,0.33%,62.82,1.96 USD,‪54.21 M‬ USD,‪1.48 B‬ USD,‪37.29 M‬,1.92,‪10 K‬,,‪148.20 K‬ USD,‪5.63 K‬ USD,Electronic Technology,Electronic Production Equipment,Stephen Douglas Kelley,advancedenergy.com,Denver,1981,BBG000FKMP26
AEMD,"Aethlon Medical, Inc.",—,,−1.09 USD,0.00 USD,‪4.22 M‬ USD,—,—,−12.75 USD,‪−12.21 M‬ USD,0.00 USD,‪1.89 M‬,1.31,14,−1 −6.67%,0.00 USD,‪−872.01 K‬ USD,Health Technology,Medical Specialties,James B. Frakes,aethlonmedical.com,San Diego,1991,BBG000L78XT8
AENT,Alliance Entertainment Holding Corporation,—,,—,—,‪181.92 M‬ USD,—,15.52,0.23 USD,‪4.58 M‬ USD,‪1.10 B‬ USD,‪3.07 M‬,1.32,657,−104 −13.67%,‪1.68 M‬ USD,‪6.97 K‬ USD,Distribution Services,Electronics Distributors,Jeffrey Walker,aent.com,Plantation,1990,BBG00YB0X2R2
AEO,"American Eagle Outfitters, Inc.",—,,—,—,‪1.76 B‬ USD,4.83%,10.40,1.00 USD,‪329.38 M‬ USD,‪5.33 B‬ USD,‪158.95 M‬,0.89,‪44 K‬,,‪121.11 K‬ USD,‪7.49 K‬ USD,Retail Trade,Apparel/Footwear Retail,Jay L. Schottenstein,ae.com,Pittsburgh,1977,BBG000BGXZB5
AEON,"AEON Biopharma, Inc.",—,,−11.52 USD,0.00 USD,‪10.27 M‬ USD,—,0.0029,298.9901 USD,‪42.01 M‬ USD,0.00 USD,‪9.43 M‬,1.57,5,−5 −50.00%,0.00 USD,‪8.40 M‬ USD,Health Technology,Pharmaceuticals: Major,Robert E. Bancroft,aeonbiopharma.com,Irvine,2012,BBG00Z17HDW3
AEP,"American Electric Power Company, Inc.",—,,—,—,‪54.38 B‬ USD,3.65%,19.64,5.19 USD,‪2.97 B‬ USD,‪19.92 B‬ USD,‪532.45 M‬,−0.02,‪16.33 K‬,−920 −5.33%,‪1.22 M‬ USD,‪181.70 K‬ USD,Utilities,Electric Utilities,William J. Fehrman,aep.com,Columbus,1906,BBG000BB9KF2
AER,AerCap Holdings N.V.,—,,—,—,‪20.38 B‬ USD,0.90%,10.40,11.60 USD,‪2.10 B‬ USD,‪7.04 B‬ USD,‪171.03 M‬,0.91,699,,‪10.07 M‬ USD,‪3.00 M‬ USD,Finance,Finance/Rental/Leasing,Aengus Kelly,aercap.com,Dublin,2006,NL0000687663
AERT,"Aeries Technology, Inc.",‪30.75 M‬ USD,,0.4309,1.6014 USD,‪1.7 K‬,"‪+1.7 K‬ +169,900.00%",‪42.65 K‬ USD,‪9.21 K‬ USD,,,,,Industry,,,,,,"Q3 '23
Q4 '23
Q1 '24
Q2 '24
Q3 '24",,,,
AES,The AES Corporation,—,,—,‪3.10 B‬ USD,‪7.98 B‬ USD,6.47%,5.95,1.84 USD,‪1.69 B‬ USD,‪12.28 B‬ USD,‪708.34 M‬,0.86,‪9.1 K‬,−500 −5.21%,‪1.35 M‬ USD,‪185.27 K‬ USD,Utilities,Electric Utilities,Andrés Ricardo Gluski Weilert,aes.com,Arlington,1981,BBG000C23KJ3
AESI,Atlas Energy Solutions Inc.,—,,—,—,‪1.66 B‬ USD,7.62%,43.80,0.31 USD,‪59.94 M‬ USD,‪1.06 B‬ USD,‪78.19 M‬,1.60,‪1.14 K‬,,‪923.85 K‬ USD,‪52.44 K‬ USD,Industrial Services,Oilfield Services/Equipment,John G. Turner,atlas.energy,Austin,2017,BBG01JFZ96X4
AEVA,"Aeva Technologies, Inc.",—,,—,—,‪1.20 B‬ USD,—,—,−2.82 USD,‪−152.26 M‬ USD,‪9.06 M‬ USD,‪30.94 M‬,0.99,276,−25 −8.31%,‪32.84 K‬ USD,‪−551.67 K‬ USD,Electronic Technology,Semiconductors,Soroush Salehian Dardashti,aeva.com,Mountain View,2017,BBG00RK5L2N3
AEYE,"AudioEye, Inc.",—,,—,—,‪157.85 M‬ USD,—,—,−0.40 USD,‪−4.25 M‬ USD,‪35.20 M‬ USD,‪7.72 M‬,2.62,117,,‪300.86 K‬ USD,‪−36.36 K‬ USD,Technology Services,Internet Software/Services,David D. Moradi,audioeye.com,Tucson,2005,BBG002ZQLQB6
AFBI,"Affinity Bancshares, Inc.",‪114.13 M‬ USD,,20.03,0.93 USD,88,−3 −3.30%,‪568.05 K‬ USD,‪61.83 K‬ USD,,,,,Industry,−3 −3.30%,,,,,"Q1 '24
Q2 '24
Q3 '24
Q4 '24
Q1 '25",,,,
AFG,"American Financial Group, Inc.","≈
July 30",Q2 2025,2.16 USD,‪1.73 B‬ USD,‪10.37 B‬ USD,2.56%,13.14,9.52 USD,‪887.00 M‬ USD,‪8.28 B‬ USD,‪71.25 M‬,0.56,‪8.7 K‬,,‪951.49 K‬ USD,‪101.95 K‬ USD,Finance,Property/Casualty Insurance,,,1959,BBG000DPKKK0,
AFJK,"Aimei Health Technology Co., Ltd",‪68.10 M‬ USD,,49.62,0.22 USD,2,0.00 USD,‪1.28 M‬ USD,,,,,,Industry,,,,,,"Q1 '24
Q2 '24
Q3 '24
Q4 '24
Q1 '25",,,,
AFL,AFLAC Incorporated,—,,—,—,‪56.05 B‬ USD,2.24%,16.18,6.44 USD,‪5.44 B‬ USD,‪18.93 B‬ USD,‪484.98 M‬,0.45,‪12.69 K‬,−91 −0.71%,‪1.49 M‬ USD,‪428.79 K‬ USD,Finance,Multi-Line Insurance,Daniel Paul Amos,aflac.com,Columbus,1955,BBG000BBBNC6
AFRI,Forafric Global PLC,‪210.64 M‬ USD,,—,−0.90 USD,600,0,‪457.04 K‬ USD,‪−40.51 K‬ USD,,,,,Industry,,,,,,,,,,
AFRM,"Affirm Holdings, Inc.",—,,,,—,—,—,—,,,,,‪19.01 B‬ USD,−165 −7.60%,—,−0.20 USD,,,,,,,
AFYA,Afya Limited,—,,—,—,‪1.60 B‬ USD,1.32%,13.54,1.34 USD,‪117.14 M‬ USD,‪612.94 M‬ USD,‪14.89 M‬,0.45,‪9.72 K‬,,‪63.08 K‬ USD,‪12.06 K‬ USD,Consumer Services,Other Consumer Services,Virgílio Deloy Capobianco Gibbon,afya.com.br,Nova Lima,2019,BBG00PK9C4C7
AGAE,Allied Gaming & Entertainment Inc.,—,,—,—,‪127.03 M‬ USD,—,—,−0.27 USD,‪−3.60 M‬ USD,‪7.66 M‬ USD,‪9.68 M‬,0.93,73,,‪−49.25 K‬ USD,,Consumer Services,Movies/Entertainment,Ying hau Chen,alliedesports.gg,New York,2017,BBG00J2442Y1
AGCO,AGCO Corporation,—,,—,—,‪7.69 B‬ USD,1.13%,—,−7.81 USD,‪−424.80 M‬ USD,‪11.66 B‬ USD,‪61.76 M‬,1.20,‪24 K‬,‪−3.9 K‬ −13.98%,‪485.91 K‬ USD,‪−17.70 K‬ USD,Producer Manufacturing,Trucks/Construction/Farm Machinery,Eric P. Hansotia,agcocorp.com,Duluth,1990,BBG000DCCZW2
AGEN,Agenus Inc.,—,,—,—,‪163.13 M‬ USD,—,—,−8.68 USD,‪−227.21 M‬ USD,‪103.46 M‬ USD,‪26.36 M‬,2.74,316,−73 −18.77%,‪327.41 K‬ USD,‪−719.03 K‬ USD,Health Technology,Biotechnology,Garo H. Armen,agenusbio.com,Lexington,1994,BBG000C8SWQ9
AGFY,Agrify Corporation,—,,—,—,‪54.46 M‬ USD,—,—,−28.49 USD,‪−29.85 M‬ USD,‪9.68 M‬ USD,‪1.03 M‬,2.40,11,−28 −71.79%,‪880.00 K‬ USD,‪−2.58 M‬ USD,Producer Manufacturing,Trucks/Construction/Farm Machinery,Benjamin Kovler,agrify.com,Troy,2016,BBG00R295MM0
AGH,Aureus Greenway Holdings Inc.,—,,—,—,Industry,,,,,,,,,,,,,,,,,,
AGIO,"Agios Pharmaceuticals, Inc.",—,,—,—,‪1.99 B‬ USD,—,3.04,11.71 USD,‪673.73 M‬ USD,‪36.50 M‬ USD,‪55.44 M‬,1.70,488,,‪74.79 K‬ USD,‪1.38 M‬ USD,Health Technology,Pharmaceuticals: Major,Brian M. Goff,agios.com,Cambridge,2007,BBG000QY4ZD0
AGL,"agilon health, inc.",—,,—,—,‪943.81 M‬ USD,—,—,−0.62 USD,‪−251.39 M‬ USD,‪6.06 B‬ USD,‪302.33 M‬,0.72,‪1.08 K‬,−41 −3.67%,‪5.63 M‬ USD,‪−232.65 K‬ USD,Health Services,Medical/Nursing Services,Steven J. Sell,agilonhealth.com,Westerville,2016,BBG00HCYVQQ4
AGM,Federal Agricultural Mortgage Corporation,—,,—,—,‪2.04 B‬ USD,3.14%,11.88,16.30 USD,‪207.19 M‬ USD,‪901.24 M‬ USD,‪9.20 M‬,0.87,191,,‪4.72 M‬ USD,‪1.08 M‬ USD,Finance,Finance/Rental/Leasing,Bradford T. Nordholm,farmermac.com,Washington,1987,BBG000G8ZKY4
AGMH,AGM Group Holdings Inc.,‪6.27 M‬ USD,,24.18,0.13 USD,10,−18 −64.29%,‪3.20 M‬ USD,‪340.76 K‬ USD,,,,,Industry,−18 −64.29%,,,,,"H2 '22
H1 '23
H2 '23
H1 '24
H2 '24",,,,
AGO,Assured Guaranty Ltd.,—,,—,—,‪4.11 B‬ USD,1.59%,10.02,8.52 USD,‪376.00 M‬ USD,‪812.00 M‬ USD,‪46.09 M‬,0.70,361,,‪2.25 M‬ USD,‪1.04 M‬ USD,Finance,Specialty Insurance,Dominic John Frederico,assuredguaranty.com,Hamilton,2003,BBG000CQB185
AGRI,AgriFORCE Growing Systems Ltd.,—,,—,—,‪4.04 M‬ USD,—,—,−17.52 USD,‪−16.27 M‬ USD,‪67.89 K‬ USD,‪2.85 M‬,1.84,Industry,,,,,,"Q1 '24
Q2 '24
Q3 '24
Q4 '24
Q1 '25",,,,
AGRO,Adecoagro S.A.,—,,—,—,‪910.94 M‬ USD,3.76%,14.56,0.63 USD,‪92.34 M‬ USD,‪1.45 B‬ USD,‪28.12 M‬,−0.20,Industry,,,,,,,,,,
AGS,"PlayAGS, Inc.",—,,—,—,‪513.22 M‬ USD,—,10.75,1.15 USD,‪48.01 M‬ USD,‪394.87 M‬ USD,‪39.64 M‬,0.02,916,,‪431.08 K‬ USD,‪52.41 K‬ USD,Producer Manufacturing,Industrial Conglomerates,David B. Lopez,playags.com,Las Vegas,2013,BBG00JKZKM07
AGX,"Argan, Inc.",—,,—,—,‪3.32 B‬ USD,0.62%,34.13,7.39 USD,‪85.46 M‬ USD,‪874.18 M‬ USD,‪13.01 M‬,1.46,‪1.59 K‬,,‪548.07 K‬ USD,‪53.58 K‬ USD,Industrial Services,Engineering & Construction,David Hibbert Watson,arganinc.com,Arlington,1961,BBG000K4J3T0
AGYS,"Agilysys, Inc.",—,,—,—,‪3.16 B‬ USD,—,137.12,0.85 USD,‪23.23 M‬ USD,‪275.62 M‬ USD,‪26.54 M‬,0.65,‪2.2 K‬,,‪125.28 K‬ USD,‪10.56 K‬ USD,Technology Services,Packaged Software,Ramesh Srinivasan,agilysys.com,Alpharetta,1963,BBG000BR74W6
AHCO,AdaptHealth Corp.,—,,—,—,‪1.21 B‬ USD,—,15.69,0.58 USD,‪82.75 M‬ USD,‪3.26 B‬ USD,‪86.65 M‬,0.26,‪10.5 K‬,−200 −1.87%,‪310.57 K‬ USD,‪7.88 K‬ USD,Finance,Finance/Rental/Leasing,Suzanne Foster,adapthealth.com,Plymouth Meeting,2012,BBG00KJQVGV3
AHL,Aspen Insurance Holdings Limited,—,,—,—,Industry,,,,,,,,,,,,,,,,,,
AI,"C3.ai, Inc.",—,,—,—,‪3.35 B‬ USD,—,—,−2.23 USD,‪−288.70 M‬ USD,‪389.06 M‬ USD,‪119.15 M‬,1.99,Industry,,,,,,,,,,
AIFE,Aifeex Nexus Acquisition Corporation,‪111.85 M‬ USD,,195.00,0.05 USD,2,0.00 USD,‪−42.66 K‬ USD,,,,,,Industry,,,,,,"Q2 '24
Q3 '24
Q4 '24
Q1 '25",,,,
AIFF,"Firefly Neuroscience, Inc.",‪41.93 M‬ USD,,—,−3.38 USD,14,−28 −66.67%,‪7.71 K‬ USD,‪−747.14 K‬ USD,,,,,Industry,−28 −66.67%,,,,,,,,,
AIFU,AIFU Inc.,—,,—,—,‪9.91 M‬ USD,—,0.16,1.10 USD,‪62.33 M‬ USD,‪247.81 M‬ USD,‪855.10 M‬,0.70,‪4.71 K‬,,‪52.65 K‬ USD,‪13.24 K‬ USD,Finance,Multi-Line Insurance,Wei Chen,fanhuaholdings.com,Guangzhou,1998,BBG000TJXWP2
AIG,"American International Group, Inc. New",—,,,,—,—,—,—,,,,,‪48.84 B‬ USD,‪−3 K‬ −11.90%,19.51,4.52 USD,,,,,,,
AIHS,Senmiao Technology Limited,‪11.89 M‬ USD,,—,−0.33 USD,55,−42 −43.30%,‪123.90 K‬ USD,‪−66.71 K‬ USD,,,,,Industry,−42 −43.30%,,,,,,,,,
AII,"American Integrity Insurance Group, Inc.",‪334.51 M‬ USD,,—,—,294,‪695.08 K‬ USD,‪135.18 K‬ USD,,,,,,Industry,,,,,,"2023
2024",,,,
AIMD,"Ainos, Inc.",‪12.56 M‬ USD,,—,−1.3269 USD,44,−2 −4.35%,471.11 USD,‪−337.80 K‬ USD,,,,,Industry,−2 −4.35%,,,,,"Q1 '24
Q2 '24
Q3 '24
Q4 '24
Q1 '25",,,,
AIN,Albany International Corporation,—,,—,—,‪2.08 B‬ USD,1.58%,26.99,2.49 USD,‪87.62 M‬ USD,‪1.23 B‬ USD,‪29.84 M‬,1.15,‪5.4 K‬,−200 −3.57%,‪227.89 K‬ USD,‪16.23 K‬ USD,Process Industries,Textiles,Gunnar Kleveland,albint.com,Rochester,1895,BBG000BRWWH3
AIOT,"PowerFleet, Inc.",—,,—,—,‪622.79 M‬ USD,—,—,−2.02 USD,‪−34.06 M‬ USD,‪134.96 M‬ USD,‪122.84 M‬,2.46,Industry,,,,,,,,,,
AIP,"Arteris, Inc.",—,,—,—,‪336.24 M‬ USD,—,—,−0.82 USD,‪−33.64 M‬ USD,‪57.72 M‬ USD,‪27.37 M‬,2.06,267,,‪216.19 K‬ USD,‪−125.99 K‬ USD,Electronic Technology,Semiconductors,K. Charles Janac,arteris.com,Campbell,2003,BBG000QMLTK3
AIR,AAR Corp.,—,,1.00 USD,—,‪2.43 B‬ USD,—,—,−0.36 USD,‪45.80 M‬ USD,‪2.32 B‬ USD,‪35.23 M‬,1.25,‪5.7 K‬,,‪406.82 K‬ USD,‪8.04 K‬ USD,Electronic Technology,Aerospace & Defense,John M. Holmes,aarcorp.com,Wood Dale,1951,BBG000BBGQF1
AIRE,reAlpha Tech Corp.,"≈
August 13",Q2 2025,−0.06 USD,‪1.20 M‬ USD,‪25.58 M‬ USD,—,—,−0.6012 USD,‪−26.02 M‬ USD,‪948.42 K‬ USD,‪9.95 M‬,0.42,Industry,,,,,,"Q1 '24
Q2 '24
Q3 '24
Q4 '24
Q1 '25",,,,
AIRG,"Airgain, Inc.",—,,—,—,‪49.30 M‬ USD,—,—,−0.69 USD,‪−8.69 M‬ USD,‪60.60 M‬ USD,‪9.73 M‬,1.71,121,−1 −0.82%,‪500.82 K‬ USD,‪−71.80 K‬ USD,Electronic Technology,Semiconductors,Jacob Suen,airgain.com,San Diego,1995,BBG0026ZDGG4
AIRI,Air Industries Group,—,,−0.01 USD,—,‪13.51 M‬ USD,—,—,−0.46 USD,‪−1.37 M‬ USD,‪55.11 M‬ USD,‪2.69 M‬,1.14,184,,‪299.50 K‬ USD,‪−7.42 K‬ USD,Electronic Technology,Aerospace & Defense,Luciano M. Melluzzo,airindustriesgroup.com,Bay Shore,1979,BBG000C8XXR0
AIRJ,AirJoule Technologies Corporation,—,,—,—,‪269.25 M‬ USD,—,4.96,0.88 USD,‪215.70 M‬ USD,0.00 USD,‪22.72 M‬,0.39,17,,0.00 USD,‪12.69 M‬ USD,Producer Manufacturing,Electrical Products,Matthew B. Jore,airjouletech.com,Ronan,BBG014FPNGK5,
AIRS,"AirSculpt Technologies, Inc.","≈
August 8",Q2 2025,0.01 USD,‪45.45 M‬ USD,‪292.72 M‬ USD,—,—,−0.30 USD,‪−8.25 M‬ USD,‪180.35 M‬ USD,‪11.71 M‬,3.04,389,,‪463.62 K‬ USD,‪−21.21 K‬ USD,Health Technology,Medical Specialties,Yogi Jashnani,elitebodysculpture.com,Miami Beach,2012,BBG012V27C29
AIRT,"Air T, Inc.",‪53.16 M‬ USD,,—,−0.29 USD,624,+40 +6.85%,‪459.67 K‬ USD,‪−10.93 K‬ USD,,,,,Industry,,,,,,"Q3 '23
Q4 '23
Q1 '24
Q2 '24
Q3 '24",,,,
AISP,"Airship AI Holdings, Inc",—,,—,—,‪157.31 M‬ USD,—,—,0.15 USD,‪−57.46 M‬ USD,‪23.05 M‬ USD,‪20.14 M‬,1.98,53,,‪434.91 K‬ USD,‪−1.08 M‬ USD,Technology Services,Packaged Software,Victor Huang,airship.ai,Redmond,2003,BBG00ZZNS7C4
AIT,"Applied Industrial Technologies, Inc.",—,,2.63 USD,‪1.19 B‬ USD,‪8.89 B‬ USD,0.79%,23.25,10.11 USD,‪385.76 M‬ USD,‪4.48 B‬ USD,‪37.67 M‬,1.21,‪6.5 K‬,,‪689.14 K‬ USD,‪59.35 K‬ USD,Distribution Services,Wholesale Distributors,Neil A. Schrimsher,applied.com,Cleveland,1923,BBG000BBHHP9
AIZ,"Assurant, Inc.",—,,—,—,‪10.02 B‬ USD,1.61%,15.86,12.91 USD,‪760.20 M‬ USD,‪11.88 B‬ USD,‪50.24 M‬,0.67,‪14.2 K‬,,‪836.44 K‬ USD,‪53.54 K‬ USD,Finance,Property/Casualty Insurance,Keith Warner Demmings,assurant.com,Atlanta,1892,BBG000BZX1N5
AJG,Arthur J. Gallagher & Co.,—,Q2 2025,2.38 USD,‪3.21 B‬ USD,‪80.39 B‬ USD,0.82%,50.57,6.63 USD,‪1.46 B‬ USD,‪11.55 B‬ USD,‪253.37 M‬,0.36,‪56 K‬,,‪206.34 K‬ USD,‪26.12 K‬ USD,Finance,Insurance Brokers/Services,Patrick J. Gallagher,ajg.com,Rolling Meadows,2016,BBG000BBHXQ3
AKA,a.k.a. Brands Holding Corp.,—,,−0.51 USD,—,‪141.97 M‬ USD,—,—,−2.39 USD,‪−25.99 M‬ USD,‪574.70 M‬ USD,‪566.93 K‬,2.03,‪1.35 K‬,,‪425.70 K‬ USD,‪−19.25 K‬ USD,Retail Trade,Internet Retail,Ciaran Long,aka-brands.com,San Francisco,2018,BBG0129CWQ14
AKAM,"Akamai Technologies, Inc.",—,,—,—,‪11.42 B‬ USD,—,25.98,3.00 USD,‪504.92 M‬ USD,‪3.99 B‬ USD,‪143.18 M‬,0.70,‪10.7 K‬,,‪373.01 K‬ USD,‪47.19 K‬ USD,Technology Services,Data Processing Services,Frank Thomson Leighton,akamai.com,Cambridge,1998,BBG000BJQWD2
AKAN,Akanda Corp.,‪3.33 M‬ USD,,—,−6.47 USD,2,−3 −60.00%,‪418.33 K‬ USD,‪−1.63 M‬ USD,,,,,Industry,−3 −60.00%,,,,,"H2 '22
H1 '23
H2 '23
H1 '24
H2 '24",,,,
AKBA,"Akebia Therapeutics, Inc.",—,,−0.01 USD,‪47.64 M‬ USD,‪1.00 B‬ USD,—,—,−0.21 USD,‪−69.41 M‬ USD,‪160.18 M‬ USD,‪251.87 M‬,1.39,181,,‪884.97 K‬ USD,‪−383.48 K‬ USD,Health Technology,Pharmaceuticals: Major,John P. Butler,akebia.com,Cambridge,2007,BBG000R33R00
AKRO,"Akero Therapeutics, Inc.",—,,−0.90 USD,0.00 USD,‪4.30 B‬ USD,—,—,−3.75 USD,‪−252.06 M‬ USD,0.00 USD,‪71.69 M‬,0.66,63,,0.00 USD,‪−4.00 M‬ USD,Health Technology,Pharmaceuticals: Major,Andrew Cheng,akerotx.com,South San Francisco,2017,BBG00L9211Y8
AKYA,"Akoya BioSciences, Inc.",—,,—,—,‪55.86 M‬ USD,—,—,−0.96 USD,‪−55.37 M‬ USD,‪81.67 M‬ USD,‪20.81 M‬,1.55,205,−125 −37.88%,‪398.40 K‬ USD,‪−270.07 K‬ USD,Health Technology,Biotechnology,Brian McKelligon,akoyabio.com,Marlborough,2015,BBG00JX4LRV6
AL,Air Lease Corporation,—,,1.57 USD,‪718.53 M‬ USD,‪6.44 B‬ USD,1.52%,10.09,5.74 USD,‪427.70 M‬ USD,‪2.57 B‬ USD,‪103.84 M‬,1.10,165,,‪15.57 M‬ USD,‪2.59 M‬ USD,Finance,Finance/Rental/Leasing,John L. Plueger,airleasecorp.com,Los Angeles,2010,BBG000R3NPZ4
ALAB,"Astera Labs, Inc.",—,,—,—,‪14.97 B‬ USD,—,386.83,0.25 USD,‪−83.42 M‬ USD,‪396.29 M‬ USD,‪125.37 M‬,2.46,440,,‪900.66 K‬ USD,‪−189.59 K‬ USD,Electronic Technology,Semiconductors,Jitendra Mohan,asteralabs.com,Santa Clara,2017,BBG00TDKHW99
ALB,Albemarle Corporation,—,,—,—,‪7.04 B‬ USD,2.71%,—,−11.12 USD,‪−1.18 B‬ USD,‪5.38 B‬ USD,‪116.98 M‬,1.50,‪8.3 K‬,−700 −7.78%,‪647.89 K‬ USD,‪−142.10 K‬ USD,Process Industries,Chemicals: Specialty,Jerry Kent Masters,albemarle.com,Charlotte,1993,BBG000BJ26K7
ALBT,Avalon GloboCare Corp.,‪6.12 M‬ USD,,—,−33.61 USD,5,0,‪266.68 K‬ USD,‪−1.58 M‬ USD,,,,,Industry,,,,,,"Q1 '24
Q2 '24
Q3 '24
Q4 '24
Q1 '25",,,,
ALCO,"Alico, Inc.",—,,−0.35 USD,—,‪239.27 M‬ USD,0.64%,—,−18.43 USD,‪6.97 M‬ USD,‪46.64 M‬ USD,‪5.28 M‬,0.31,199,,‪234.39 K‬ USD,‪35.04 K‬ USD,Process Industries,Agricultural Commodities/Milling,John E. Kiernan,alicoinc.com,Fort Myers,1960,BBG000BBJR57
ALCY,Alchemy Investments Acquisition Corp 1,‪52.24 M‬ USD,,86.58,0.13 USD,3,0,0.00 USD,‪1.42 M‬ USD,,,,,Industry,,,,,,"Q1 '24
Q2 '24
Q3 '24
Q4 '24
Q1 '25",,,,
ALDF,Aldel Financial II Inc.,‪312.42 M‬ USD,,—,—,2,0.00 USD,‪941.83 K‬ USD,,,,,,Industry,,,,,,,,,,
ALDX,"Aldeyra Therapeutics, Inc.",—,,—,—,‪159.92 M‬ USD,—,—,−0.97 USD,‪−55.85 M‬ USD,0.00 USD,‪58.15 M‬,2.45,9,−1 −10.00%,0.00 USD,‪−6.21 M‬ USD,Health Technology,Biotechnology,Todd C. Brady,aldeyra.com,Lexington,2004,BBG0029H8ZF6
ALE,"Allete, Inc.","≈
July 30",Q2 2025,0.86 USD,‪425.30 M‬ USD,‪3.79 B‬ USD,4.47%,20.47,3.19 USD,‪179.30 M‬ USD,‪1.53 B‬ USD,‪57.67 M‬,0.04,‪1.62 K‬,,‪946.66 K‬ USD,‪110.95 K‬ USD,Utilities,Alternative Power Generation,Bethany M. Owen,allete.com,Duluth,1906,BBG000CYW7N5
